exact_match,f1_score,bleu,semantic_similarity,generation_time,response_length_chars,response_length_tokens,answer_containment,raw_answer,clean_answer,id,model,experiment,temperature,prompt_type
0.0,0.4615384615384615,0.1138605066055693,0.9781121611595154,0.5371017456054688,48,6,0.42857142857142855,Из икосаэдрической головки и спирального хвоста.,Из икосаэдрической головки и спирального хвоста.,17821,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.888888888888889,0.5169731539571708,0.9751008749008179,0.6073691844940186,36,5,1.0,Питанием и одеждой (или стипендией).,Питанием и одеждой (или стипендией).,48136,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9490784406661987,0.5054335594177246,22,2,1.0,Джангалеаццо Висконти.,Джангалеаццо Висконти.,33084,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.49999999999999994,0.9809913635253906,0.4110443592071533,12,1,1.0,Лингвистика.,Лингвистика.,51244,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.46153846153846156,0.08392229812593097,0.786314845085144,0.8987932205200195,80,9,0.75,Профессора англосаксонского языка Роулинсона и Босуорта в Пемброкского колледжа.,Профессора англосаксонского языка Роулинсона и Босуорта в Пемброкского колледжа.,60951,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.39432237651162877,0.9404469728469849,0.4042642116546631,19,2,0.6666666666666666,Генетическим кодом.,Генетическим кодом.,42489,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.3636363636363636,0.03644667088679882,0.6275832653045654,1.340376853942871,157,17,0.8,"Неделящиеся короткоживущие клетки, составляющие 95% гранулоцитов, содержащие антибиотические белки, способные к хемотаксису, фагоцитозу и превращению в гной.","Неделящиеся короткоживущие клетки, составляющие 95% гранулоцитов, содержащие антибиотические белки, способные к хемотаксису, фагоцитозу и превращению в гной.",45012,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.39763536438352537,0.9776139259338379,0.3703896999359131,10,3,1.0,До +25 °C.,До +25 °C.,40235,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.984961211681366,0.3075559139251709,9,2,1.0,10 часов.,10 часов.,72861,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.7499999999999999,0.30213753973567675,0.9589381217956543,0.36888885498046875,21,5,1.0,На срок до 6 месяцев.,На срок до 6 месяцев.,55569,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5946035575013604,0.9466069936752319,0.608818531036377,23,3,1.0,Стонет сизый голубочек.,Стонет сизый голубочек.,1565,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5081327481546147,0.9427226781845093,0.6567847728729248,46,5,1.0,Рамки с энтомологическими коллекциями бабочек.,Рамки с энтомологическими коллекциями бабочек.,43100,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5081327481546147,0.9684378504753113,0.36373019218444824,36,5,1.0,С первого года своего существования.,С первого года своего существования.,11382,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9779332280158997,0.3620593547821045,22,3,1.0,В условиях равновесия.,В условиях равновесия.,40667,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.5555555555555556,0.24941747177008255,0.736029863357544,0.8120429515838623,121,14,1.0,"Субъективная полезность — это полезность, которая может измеряться (например, деньгами) или сравниваться между объектами.","Субъективная полезность — это полезность, которая может измеряться (например, деньгами) или сравниваться между объектами.",82095,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6666666666666666,0.1899589214128981,0.9666425585746765,0.37416696548461914,14,3,0.6666666666666666,До 250 метров.,До 250 метров.,68666,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.8433350920677185,0.5475149154663086,30,3,1.0,Фонематическую и аллофонемную.,Фонематическую и аллофонемную.,10110,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9635277390480042,0.3664205074310303,14,2,1.0,Франсуа Араго.,Франсуа Араго.,32722,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.962962962962963,0.8559471626823623,0.9976644515991211,0.683323860168457,94,13,0.9285714285714286,Переименована в Lesser General Public License для уточнения её местоположения в философии GNU.,Переименована в Lesser General Public License для уточнения её местоположения в философии GNU.,82684,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.68037493331712,0.992974042892456,0.482074499130249,25,6,1.0,К IV тысячелетию до н. э.,К IV тысячелетию до н. э.,8246,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.30213753973567675,0.8685795068740845,0.5001511573791504,26,3,1.0,"Первые, пилотные, эпизоды.","Первые, пилотные, эпизоды.",21127,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6666666666666666,0.0,0.7135390043258667,0.37656593322753906,14,2,1.0,Старые сельца.,Старые сельца.,62530,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.8633400213704508,0.9829363226890564,0.5300173759460449,60,8,1.0,На различных корневых видах и наборах характерных признаков.,На различных корневых видах и наборах характерных признаков.,57819,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6,0.1104479556707894,0.886232852935791,0.44121289253234863,48,7,1.0,Механизм развития болезней и способы их лечения.,Механизм развития болезней и способы их лечения.,56310,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.7598356856515927,0.9786398410797119,0.4293828010559082,27,5,1.0,Из воды в окружающей среде.,Из воды в окружающей среде.,41447,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9291113018989563,0.45665407180786133,25,4,1.0,Процедура Кэли — Диксона.,Процедура Кэли — Диксона.,43260,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.7598356856515927,0.9899095892906189,0.5296716690063477,16,3,1.0,И. С. Тургеневу.,И. С. Тургеневу.,42717,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6,0.11725004053101795,0.7876338958740234,0.5349628925323486,23,4,0.5,В графиню Софи д'Удето.,В графиню Софи д'Удето.,56395,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9807236194610596,0.47815394401550293,15,2,1.0,Закон минимума.,Закон минимума.,43996,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.0,0.0,0.7070338726043701,0.4176371097564697,18,2,0.0,Развитию эукариот.,Развитию эукариот.,29428,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5081327481546147,0.9716370105743408,0.42482805252075195,14,3,1.0,В 1930-е годы.,В 1930-е годы.,44381,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.1597357760615681,0.3556379973888397,0.40950441360473633,27,3,1.0,Для движения сперматозоида.,Для движения сперматозоида.,43070,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6153846153846153,0.33947257062686553,0.7430060505867004,0.9301934242248535,148,17,0.8888888888888888,"Для моделирования процессов в гидродинамике, физике, электрике, электронных системах, цепях, обществе и социальных ситуациях (включая военные игры).","Для моделирования процессов в гидродинамике, физике, электрике, электронных системах, цепях, обществе и социальных ситуациях (включая военные игры).",5522,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8333333333333333,0.2748254571080018,0.9604827165603638,0.53684401512146,51,5,0.7142857142857143,Клеточными перемещениями и дифференцировкой клеток.,Клеточными перемещениями и дифференцировкой клеток.,67989,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.888888888888889,0.30213753973567675,0.764656126499176,0.39708638191223145,35,5,1.0,На постоянный и переменный капитал.,На постоянный и переменный капитал.,69642,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.6690338253974915,0.4736897945404053,15,2,1.0,Кэррол Террелл.,Кэррол Террелл.,66072,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9836413264274597,0.3674933910369873,23,2,1.0,Поверхностный водосбор.,Поверхностный водосбор.,17874,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.888888888888889,0.6147881529512643,0.7584092020988464,0.5028834342956543,27,5,1.0,"Дьявол ест всё, кроме мёда.","Дьявол ест всё, кроме мёда.",63545,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.5946035575013604,0.920846164226532,0.43593811988830566,10,3,0.75,РЛС с СДЦ.,РЛС с СДЦ.,20391,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.17965205598154213,0.9301263093948364,0.5045347213745117,37,5,1.0,Опера «Повесть о настоящем человеке».,Опера «Повесть о настоящем человеке».,74866,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.3636363636363636,0.12605968092174913,0.7310274839401245,0.7825920581817627,76,9,1.0,"Т-образными, П-образными, с двумя наклонными стойками и консольными свесами.","Т-образными, П-образными, с двумя наклонными стойками и консольными свесами.",24041,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.5,0.0,0.7427526116371155,0.3149399757385254,10,1,0.3333333333333333,Дисперсия.,Дисперсия.,73030,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.20556680845025987,0.8404439091682434,0.4808216094970703,54,6,1.0,"От уровня процентной ставки, установленной кредитором.","От уровня процентной ставки, установленной кредитором.",74275,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6666666666666666,0.21364350319811698,0.7562525868415833,0.43472766876220703,21,4,1.0,17 декабря 1918 года.,17 декабря 1918 года.,65989,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,1.0000000000000004,1.0,0.3081064224243164,4,1,1.0,2008,2008,31342,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.31947155212313627,0.8473005294799805,0.48428773880004883,32,3,1.0,При ультрафиолетовой фотосъемке.,При ультрафиолетовой фотосъемке.,84279,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.0,0.0,0.9614295363426208,0.3098452091217041,11,1,0.0,Украинский.,Украинский.,1127,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.888888888888889,0.30213753973567675,0.9448935985565186,0.49184441566467285,36,5,1.0,На французском и итальянском языках.,На французском и итальянском языках.,12494,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.4,0.27516060407455223,0.9807685017585754,0.3689117431640625,9,2,0.3333333333333333,1728 год.,1728 год.,15511,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8421052631578948,0.6132297420585353,0.816296398639679,0.7545602321624756,94,11,1.0,Функция митохондрий заключается в окислении органических соединений и последующем синтезе АТФ.,Функция митохондрий заключается в окислении органических соединений и последующем синтезе АТФ.,68567,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9888208508491516,0.5420477390289307,36,4,1.0,Самки сатурнии Coscinocera hercules.,Самки сатурнии Coscinocera hercules.,25173,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.39763536438352537,0.97731614112854,0.455155611038208,36,4,1.0,Для колонизации Молуккских островов.,Для колонизации Молуккских островов.,3568,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.39763536438352537,0.950333833694458,0.4590880870819092,21,4,1.0,Удилище длиной 4—7 м.,Удилище длиной 4—7 м.,78827,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9873205423355103,0.37410712242126465,11,2,1.0,10 пилотов.,10 пилотов.,44545,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.3846153846153846,0.04141141330484801,0.877467691898346,1.3518884181976318,146,19,0.7142857142857143,"Отличия заключаются в особенностях жилкования крыльев, форме волосков (у чешуекрылых они модифицированы в чешуйки) и наличии у чешуекрылых чешуек.","Отличия заключаются в особенностях жилкования крыльев, форме волосков (у чешуекрылых они модифицированы в чешуйки) и наличии у чешуекрылых чешуек.",52772,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.4,0.15619699684601282,0.8990161418914795,0.6996805667877197,54,8,0.6666666666666666,"Да, в безалкогольном пиве содержится 0,2—1,0 % спирта.","Да, в безалкогольном пиве содержится 0,2—1,0 % спирта.",81869,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6147881529512643,0.9595787525177002,0.3879733085632324,41,6,1.0,Для просушки дорог после зимнего периода.,Для просушки дорог после зимнего периода.,10495,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,1.0000000000000004,1.0000001192092896,0.39122986793518066,27,3,1.0,Национальный банк Словакии.,Национальный банк Словакии.,61998,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.7598356856515927,0.9710227847099304,0.424422025680542,43,5,1.0,Известные зарубежные фантасты того времени.,Известные зарубежные фантасты того времени.,64235,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9538751244544983,0.39745283126831055,9,2,1.0,5536 км².,5536 км².,45398,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.7598356856515927,0.9842512011528015,0.4196178913116455,41,5,1.0,Первые подробные карты поверхности Марса.,Первые подробные карты поверхности Марса.,82665,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.27516060407455223,0.9710220694541931,0.39379143714904785,16,2,1.0,Лихорадка денге.,Лихорадка денге.,46403,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9874786734580994,0.3967900276184082,23,4,1.0,Около 26 тысяч человек.,Около 26 тысяч человек.,5049,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.0,0.0,0.4333606958389282,0.5700478553771973,16,3,0.0,До 1920-х годов.,До 1920-х годов.,42298,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.68037493331712,0.9948289394378662,0.5635819435119629,48,7,1.0,На поверхности семенных чешуек в женских шишках.,На поверхности семенных чешуек в женских шишках.,47590,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9565426111221313,0.3258860111236572,18,2,1.0,медленное горение.,медленное горение.,58999,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.21364350319811698,0.7591077089309692,0.5006318092346191,37,4,1.0,Двутаврового или швеллерного сечения.,Двутаврового или швеллерного сечения.,12704,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.7499999999999999,0.16233395773754947,0.7478099465370178,0.4952712059020996,32,5,1.0,"Более 1,1 миллиона рабочих мест.","Более 1,1 миллиона рабочих мест.",51883,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.0,0.0,0.23930765688419342,0.5448040962219238,19,5,0.0,С 1855 по 1857 год.,С 1855 по 1857 год.,82617,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.0,0.979939877986908,0.4302353858947754,12,1,1.0,Сострадание.,Сострадание.,66054,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.68037493331712,0.981988787651062,0.41059446334838867,36,4,1.0,"Брак, семья, собственность, религия.","Брак, семья, собственность, религия.",504,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5946035575013604,0.9831727743148804,0.4624345302581787,11,3,1.0,До 2000 °C.,До 2000 °C.,72975,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6666666666666666,0.49999999999999994,0.9734312891960144,0.26395630836486816,4,1,0.5,Нет.,Нет.,245,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.39763536438352537,0.9893853664398193,0.5335464477539062,35,4,1.0,В биотехнологиях и нанотехнологиях.,В биотехнологиях и нанотехнологиях.,60706,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9421029686927795,0.40134620666503906,18,4,1.0,6 марта 1990 года.,6 марта 1990 года.,5524,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.45138644055033905,0.8161893486976624,0.3377087116241455,11,2,0.6666666666666666,700 литров.,700 литров.,30134,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.5882352941176471,0.17778351178343482,0.45244941115379333,0.800330400466919,96,12,1.0,"Перемещение доменов у зазора головки, приводящее к изменению магнитного потока в магнитопроводе.","Перемещение доменов у зазора головки, приводящее к изменению магнитного потока в магнитопроводе.",27164,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.4,0.27516060407455223,0.8095294237136841,0.4491727352142334,25,2,0.3333333333333333,Премьер-министр Манитобы.,Премьер-министр Манитобы.,70641,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.7598356856515927,0.9881107211112976,0.6535642147064209,23,3,0.75,"H2SnO2, H2SnO4, H2SnO3.","H2SnO2, H2SnO4, H2SnO3.",21846,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.27516060407455223,0.9271779656410217,0.5027680397033691,26,2,1.0,низкопольных троллейбусов.,низкопольных троллейбусов.,21092,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.8975158333778381,0.3533484935760498,11,2,1.0,Берил Кроу.,Берил Кроу.,58714,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.7598356856515927,0.9860321879386902,0.4656846523284912,20,3,1.0,Кризис 1930-х годов.,Кризис 1930-х годов.,71720,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.9121679090703875,0.9696921706199646,0.784900426864624,75,12,1.0,Бернская конвенция об охране дикой фауны и флоры и природных сред обитания.,Бернская конвенция об охране дикой фауны и флоры и природных сред обитания.,72787,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9864142537117004,0.31969594955444336,26,4,1.0,В сфере продуктов питания.,В сфере продуктов питания.,48671,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,1.0000000000000004,0.9950006008148193,0.4364452362060547,20,2,1.0,Товарищеским матчем.,Товарищеским матчем.,64367,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9803809523582458,0.42397260665893555,27,3,1.0,В космическое пространство.,В космическое пространство.,67546,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.39763536438352537,0.9367824196815491,0.39333558082580566,47,4,1.0,Подрывают качество государственного управления.,Подрывают качество государственного управления.,64490,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
0.0,0.5,0.15619699684601282,0.2412024885416031,0.48395442962646484,53,9,1.0,В пределах клетки вирус в основном не проявляет себя.,В пределах клетки вирус в основном не проявляет себя.,39565,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6147881529512643,0.9909541010856628,0.5385720729827881,33,6,1.0,В хромосомах ядра и ДНК органелл.,В хромосомах ядра и ДНК органелл.,17685,qwen3.5-9b,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9661278128623962,1.3906843662261963,31,3,1.0,Найти взаимоприемлемое решение.,Найти взаимоприемлемое решение.,84025,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9699535369873047,1.3723242282867432,9,2,1.0,Les Paul.,Les Paul.,28343,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.7539221180326287,0.7868677377700806,1.490976333618164,45,10,1.0,До 40 % (и даже до 60 %) массы губки-хозяина.,До 40 % (и даже до 60 %) массы губки-хозяина.,18891,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.3333333333333333,0.19716118825581447,0.849517285823822,1.4532079696655273,10,2,0.25,1804 году.,1804 году.,13152,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9736786484718323,0.7825603485107422,60,3,1.0,Согласный-гласный-согласный или согласный-согласный-гласный.,Согласный-гласный-согласный или согласный-согласный-гласный.,13786,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.8633400213704508,0.9859814047813416,0.7502474784851074,58,8,1.0,Ностальгия по утраченным отношениям с братьями и сёстрами.,Ностальгия по утраченным отношениям с братьями и сёстрами.,5506,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.4,0.14317123154555067,0.8608235716819763,1.7449188232421875,118,14,0.6666666666666666,"Актуальные вопросы химии середины XIX века, связь физических свойств с химическими реакциями, стекольное производство.","Актуальные вопросы химии середины XIX века, связь физических свойств с химическими реакциями, стекольное производство.",72404,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8571428571428571,0.39763536438352537,0.6210136413574219,0.6784496307373047,25,4,1.0,В больших городах России.,В больших городах России.,34575,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.6666666666666666,0.27516060407455223,0.8490706086158752,0.8187460899353027,10,2,1.0,В четырёх.,В четырёх.,46327,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9667153358459473,0.6079375743865967,18,3,1.0,Середины XIX века.,Середины XIX века.,46188,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.6687403049764218,0.9393587112426758,0.5156545639038086,16,4,1.0,2 мая 1888 года.,2 мая 1888 года.,8083,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.0,0.0,0.8703529834747314,0.6463987827301025,43,5,0.0,Икосаэдрическая головка и спиральный хвост.,Икосаэдрическая головка и спиральный хвост.,17821,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.68037493331712,0.9800599217414856,1.0790696144104004,35,4,1.0,"Питанием, одеждой (или стипендией).","Питанием, одеждой (или стипендией).",48136,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.9490784406661987,0.623110294342041,22,2,1.0,Джангалеаццо Висконти.,Джангалеаццо Висконти.,33084,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.49999999999999994,0.9809913635253906,0.5863139629364014,12,1,1.0,Лингвистика.,Лингвистика.,51244,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.5714285714285715,0.31947155212313627,0.9619932174682617,1.5862536430358887,33,3,0.5,Профессор англосаксонского языка.,Профессор англосаксонского языка.,60951,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.39432237651162877,0.9404469728469849,0.6613907814025879,19,2,0.6666666666666666,Генетическим кодом.,Генетическим кодом.,42489,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.45454545454545453,0.049246747344443606,0.5864837169647217,1.292374849319458,161,18,1.0,"Нейтрофилы — это неделящиеся, короткоживущие клетки иммунной системы, составляющие 95% гранулоцитов, содержащие антибиотические белки и участвующие в фагоцитозе.","Нейтрофилы — это неделящиеся, короткоживущие клетки иммунной системы, составляющие 95% гранулоцитов, содержащие антибиотические белки и участвующие в фагоцитозе.",45012,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
0.0,0.8,0.39763536438352537,0.9776139259338379,0.5370218753814697,10,3,1.0,До +25 °C.,До +25 °C.,40235,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5503212081491042,0.984961211681366,0.5164761543273926,9,2,1.0,10 часов.,10 часов.,72861,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.31947155212313627,0.9726797342300415,0.7474162578582764,13,3,1.0,До 6 месяцев.,До 6 месяцев.,55569,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
1.0,1.0,0.5946035575013604,0.9466069936752319,1.1941320896148682,23,3,1.0,Стонет сизый голубочек.,Стонет сизый голубочек.,1565,gpt-4o,zero_shot,0.0,make_zero_shot_prompt
